order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,unit_mrp,unit_selling_price,line_discount_amount,item_revenue,item_cost,gross_margin,stock_available_at_order,substitution_flag
ORD0003085-02,ORD0003085,PRD0062,1,1,84.26,76.06,8.2,76.06,51.68,24.38,9,N
ORD0003085-03,ORD0003085,PRD0388,2,2,594.5,563.98,61.04,1127.96,940.42,187.54,8,N
ORD0003086-01,ORD0003086,PRD0033,2,2,231.15,214.08,34.14,428.16,352.66,75.5,12,N
ORD0003086-02,ORD0003086,PRD0012,1,1,74.66,72.5,2.16,72.5,50.98,21.52,12,N
ORD0003086-03,ORD0003086,PRD0278,1,1,555.06,494.64,60.42,494.64,307.23,187.41,8,N
ORD0003086-04,ORD0003086,PRD0168,1,1,155.92,147.35,8.57,147.35,100.9,46.45,5,N
ORD0003087-01,ORD0003087,PRD0367,1,1,91.24,83.44,7.8,83.44,71.0,12.44,11,N
ORD0003087-02,ORD0003087,PRD0325,1,1,1993.04,1822.07,170.97,1822.07,1240.37,581.7,1,N
ORD0003087-03,ORD0003087,PRD0312,1,1,293.0,287.96,5.04,287.96,218.34,69.62,9,N
ORD0003087-04,ORD0003087,PRD0365,1,1,211.38,202.68,8.7,202.68,124.32,78.36,4,N
ORD0003087-05,ORD0003087,PRD0256,1,1,413.52,393.53,19.99,393.53,277.44,116.09,10,N
ORD0003088-01,ORD0003088,PRD0164,1,1,37.61,34.77,2.84,34.77,28.66,6.11,6,N
ORD0003088-02,ORD0003088,PRD0006,1,1,98.39,88.52,9.87,88.52,56.07,32.45,5,N
ORD0003088-03,ORD0003088,PRD0304,1,1,58.71,55.62,3.09,55.62,37.43,18.19,11,N
ORD0003089-01,ORD0003089,PRD0108,1,1,252.34,214.7,37.64,214.7,178.07,36.63,10,N
ORD0003089-02,ORD0003089,PRD0126,2,2,130.77,111.08,39.38,222.16,199.52,22.64,4,N
ORD0003089-03,ORD0003089,PRD0006,2,2,98.39,80.31,36.16,160.62,112.14,48.48,4,N
ORD0003090-01,ORD0003090,PRD0006,1,1,98.39,96.29,2.1,96.29,56.07,40.22,1,N
ORD0003090-02,ORD0003090,PRD0152,2,2,142.62,127.11,31.02,254.22,162.3,91.92,4,N
ORD0003091-01,ORD0003091,PRD0370,1,1,35.17,35.16,0.01,35.16,25.77,9.39,2,N
ORD0003091-02,ORD0003091,PRD0362,2,2,71.17,66.09,10.16,132.18,114.92,17.26,6,N
ORD0003091-03,ORD0003091,PRD0304,1,1,58.71,55.33,3.38,55.33,37.43,17.9,2,N
ORD0003092-01,ORD0003092,PRD0264,1,1,27.07,22.77,4.3,22.77,22.19,0.58,2,N
ORD0003092-02,ORD0003092,PRD0021,2,2,21.28,18.82,4.92,37.64,30.68,6.96,2,N
ORD0003092-03,ORD0003092,PRD0115,1,1,47.92,42.58,5.34,42.58,31.15,11.43,11,N
ORD0003093-01,ORD0003093,PRD0138,2,2,212.19,208.65,7.08,417.3,286.42,130.88,8,N
ORD0003093-02,ORD0003093,PRD0082,1,1,108.66,100.46,8.2,100.46,83.31,17.15,11,N
ORD0003093-03,ORD0003093,PRD0127,2,2,45.66,42.04,7.24,84.08,52.78,31.3,11,N
ORD0003093-04,ORD0003093,PRD0295,2,2,59.98,55.46,9.04,110.92,79.08,31.84,6,N
ORD0003093-05,ORD0003093,PRD0168,1,1,155.92,154.58,1.34,154.58,100.9,53.68,9,N
ORD0003094-01,ORD0003094,PRD0281,1,1,512.81,508.97,3.84,508.97,378.76,130.21,2,N
ORD0003094-02,ORD0003094,PRD0173,1,1,251.67,229.62,22.05,229.62,166.29,63.33,1,N
ORD0003094-03,ORD0003094,PRD0191,2,2,143.7,127.35,32.7,254.7,214.72,39.98,7,N
ORD0003094-04,ORD0003094,PRD0327,1,1,71.09,64.28,6.81,64.28,43.19,21.09,4,N
ORD0003095-01,ORD0003095,PRD0337,1,0,138.32,128.8,0.0,0.0,0.0,0.0,0,N
ORD0003095-02,ORD0003095,PRD0145,1,1,230.77,192.93,37.84,192.93,179.98,12.95,10,N
ORD0003095-03,ORD0003095,PRD0089,1,1,60.36,51.92,8.44,51.92,39.27,12.65,10,N
ORD0003095-04,ORD0003095,PRD0271,1,1,51.95,42.4,9.55,42.4,29.36,13.04,11,N
ORD0003096-01,ORD0003096,PRD0162,3,3,62.07,57.84,12.69,173.52,110.88,62.64,14,N
ORD0003096-02,ORD0003096,PRD0355,1,1,116.18,108.08,8.1,108.08,73.21,34.87,8,N
ORD0003096-03,ORD0003096,PRD0304,1,1,58.71,57.71,1.0,57.71,37.43,20.28,2,N
ORD0003096-04,ORD0003096,PRD0323,1,1,73.72,71.93,1.79,71.93,45.92,26.01,6,N
ORD0003096-05,ORD0003096,PRD0164,1,1,37.61,33.61,4.0,33.61,28.66,4.95,7,N
ORD0003097-01,ORD0003097,PRD0117,1,1,60.57,56.3,4.27,56.3,39.17,17.13,9,N
ORD0003097-02,ORD0003097,PRD0126,1,1,130.77,122.75,8.02,122.75,99.76,22.99,8,N
ORD0003097-03,ORD0003097,PRD0043,1,1,16.99,15.05,1.94,15.05,11.62,3.43,6,N
ORD0003097-04,ORD0003097,PRD0155,1,1,25.21,23.54,1.67,23.54,19.25,4.29,3,N
ORD0003097-05,ORD0003097,PRD0080,3,3,166.33,163.44,8.67,490.32,387.75,102.57,14,N
ORD0003098-01,ORD0003098,PRD0393,1,1,908.06,825.51,82.55,825.51,661.58,163.93,12,N
ORD0003098-02,ORD0003098,PRD0128,1,1,43.34,36.79,6.55,36.79,31.62,5.17,11,N
ORD0003098-03,ORD0003098,PRD0210,1,1,51.38,47.59,3.79,47.59,34.46,13.13,1,N
ORD0003099-01,ORD0003099,PRD0314,1,1,106.23,94.22,12.01,94.22,79.4,14.82,2,N
ORD0003099-02,ORD0003099,PRD0328,1,1,80.69,74.34,6.35,74.34,57.42,16.92,11,N
ORD0003100-01,ORD0003100,PRD0314,1,1,106.23,97.87,8.36,97.87,79.4,18.47,11,N
ORD0003100-02,ORD0003100,PRD0358,1,1,602.35,540.07,62.28,540.07,397.5,142.57,5,N
ORD0003100-03,ORD0003100,PRD0006,1,1,98.39,96.79,1.6,96.79,56.07,40.72,7,N
ORD0003100-04,ORD0003100,PRD0001,1,1,32.47,30.89,1.58,30.89,25.13,5.76,10,N
ORD0003100-05,ORD0003100,PRD0268,1,1,46.92,43.52,3.4,43.52,26.81,16.71,12,N
ORD0003101-01,ORD0003101,PRD0293,1,1,29.13,27.33,1.8,27.33,19.42,7.91,9,N
ORD0003101-02,ORD0003101,PRD0152,1,1,142.62,141.2,1.42,141.2,81.15,60.05,10,N
ORD0003101-03,ORD0003101,PRD0048,2,2,581.26,556.07,50.38,1112.14,754.94,357.2,10,N
ORD0003101-04,ORD0003101,PRD0110,1,1,154.53,146.19,8.34,146.19,120.04,26.15,12,N
ORD0003102-01,ORD0003102,PRD0006,2,2,98.39,88.02,20.74,176.04,112.14,63.9,5,N
ORD0003102-02,ORD0003102,PRD0304,1,1,58.71,54.13,4.58,54.13,37.43,16.7,8,N
ORD0003102-03,ORD0003102,PRD0282,1,1,48.32,45.96,2.36,45.96,35.91,10.05,4,N
ORD0003102-04,ORD0003102,PRD0294,1,1,326.18,320.64,5.54,320.64,201.82,118.82,8,N
ORD0003103-01,ORD0003103,PRD0246,1,1,174.16,169.61,4.55,169.61,101.63,67.98,6,N
ORD0003103-02,ORD0003103,PRD0025,1,1,51.51,47.22,4.29,47.22,36.03,11.19,1,N
ORD0003103-03,ORD0003103,PRD0136,2,2,291.71,263.74,55.94,527.48,341.76,185.72,12,N
ORD0003104-01,ORD0003104,PRD0084,2,0,271.09,224.32,0.0,0.0,0.0,0.0,0,N
ORD0003104-02,ORD0003104,PRD0173,1,1,251.67,222.13,29.54,222.13,166.29,55.84,8,N
ORD0003104-03,ORD0003104,PRD0393,2,2,908.06,778.46,259.2,1556.92,1323.16,233.76,13,N
ORD0003105-01,ORD0003105,PRD0157,2,2,792.72,763.36,58.72,1526.72,1246.38,280.34,2,N
ORD0003105-02,ORD0003105,PRD0379,2,2,800.37,769.14,62.46,1538.28,1202.26,336.02,13,N
ORD0003105-03,ORD0003105,PRD0155,1,1,25.21,23.07,2.14,23.07,19.25,3.82,11,N
ORD0003105-04,ORD0003105,PRD0234,1,1,632.93,604.66,28.27,604.66,472.13,132.53,11,N
ORD0003106-01,ORD0003106,PRD0360,1,1,208.4,191.44,16.96,191.44,117.29,74.15,3,N
ORD0003106-02,ORD0003106,PRD0118,1,1,145.96,130.79,15.17,130.79,106.43,24.36,11,N
ORD0003106-03,ORD0003106,PRD0363,1,1,68.17,67.06,1.11,67.06,48.06,19.0,10,N
ORD0003106-04,ORD0003106,PRD0155,1,1,25.21,23.76,1.45,23.76,19.25,4.51,11,N
ORD0003106-05,ORD0003106,PRD0274,1,1,292.71,263.83,28.88,263.83,162.02,101.81,12,N
ORD0003107-01,ORD0003107,PRD0299,1,1,49.75,42.4,7.35,42.4,27.66,14.74,1,N
ORD0003107-02,ORD0003107,PRD0160,1,1,221.65,203.26,18.39,203.26,129.39,73.87,3,N
ORD0003107-03,ORD0003107,PRD0246,2,2,174.16,159.3,29.72,318.6,203.26,115.34,3,N
ORD0003107-04,ORD0003107,PRD0300,1,1,17.73,16.08,1.65,16.08,11.05,5.03,9,N
ORD0003108-01,ORD0003108,PRD0358,1,1,602.35,600.21,2.14,600.21,397.5,202.71,9,N
ORD0003108-02,ORD0003108,PRD0074,1,1,346.34,341.95,4.39,341.95,196.66,145.29,4,N
ORD0003108-03,ORD0003108,PRD0022,1,1,506.1,472.45,33.65,472.45,300.92,171.53,3,N
ORD0003108-04,ORD0003108,PRD0088,3,3,113.27,101.3,35.91,303.9,241.71,62.19,5,N
ORD0003108-05,ORD0003108,PRD0155,1,1,25.21,22.73,2.48,22.73,19.25,3.48,9,N
ORD0003109-01,ORD0003109,PRD0018,2,2,422.23,377.96,88.54,755.92,691.94,63.98,6,N
ORD0003109-02,ORD0003109,PRD0345,2,2,26.41,24.22,4.38,48.44,39.84,8.6,11,N
ORD0003109-03,ORD0003109,PRD0073,1,1,255.46,254.98,0.48,254.98,205.94,49.04,10,N
ORD0003109-04,ORD0003109,PRD0053,1,1,29.07,27.93,1.14,27.93,18.38,9.55,9,N
ORD0003109-05,ORD0003109,PRD0201,2,2,58.44,56.12,4.64,112.24,90.88,21.36,5,N
ORD0003110-01,ORD0003110,PRD0241,1,1,35.49,32.28,3.21,32.28,23.34,8.94,0,Y
ORD0003111-01,ORD0003111,PRD0132,2,2,130.15,125.25,9.8,250.5,147.72,102.78,2,N
ORD0003111-02,ORD0003111,PRD0269,1,1,210.59,197.38,13.21,197.38,171.55,25.83,1,N
ORD0003111-03,ORD0003111,PRD0061,2,2,39.08,34.79,8.58,69.58,57.66,11.92,12,N
ORD0003111-04,ORD0003111,PRD0340,2,2,103.96,99.17,9.58,198.34,158.44,39.9,4,N
ORD0003111-05,ORD0003111,PRD0372,2,2,361.78,327.42,68.72,654.84,531.1,123.74,3,N
ORD0003112-01,ORD0003112,PRD0323,1,1,73.72,66.4,7.32,66.4,45.92,20.48,12,N
ORD0003112-02,ORD0003112,PRD0281,2,2,512.81,487.91,49.8,975.82,757.52,218.3,8,N
ORD0003112-03,ORD0003112,PRD0359,1,0,346.27,317.75,0.0,0.0,0.0,0.0,0,N
ORD0003113-01,ORD0003113,PRD0359,1,1,346.27,339.62,6.65,339.62,246.52,93.1,5,N
ORD0003113-02,ORD0003113,PRD0372,2,2,361.78,356.63,10.3,713.26,531.1,182.16,11,N
ORD0003113-03,ORD0003113,PRD0006,1,1,98.39,87.99,10.4,87.99,56.07,31.92,1,N
ORD0003114-01,ORD0003114,PRD0314,1,1,106.23,101.25,4.98,101.25,79.4,21.85,1,N
ORD0003114-02,ORD0003114,PRD0359,2,2,346.27,336.89,18.76,673.78,493.04,180.74,7,N
ORD0003114-03,ORD0003114,PRD0006,2,2,98.39,87.31,22.16,174.62,112.14,62.48,7,N
ORD0003114-04,ORD0003114,PRD0007,1,1,120.33,118.55,1.78,118.55,82.2,36.35,9,N
ORD0003115-01,ORD0003115,PRD0076,3,3,686.67,633.78,158.67,1901.34,1168.38,732.96,9,N
ORD0003116-01,ORD0003116,PRD0391,2,2,380.24,338.36,83.76,676.72,614.9,61.82,9,N
ORD0003116-02,ORD0003116,PRD0242,1,1,564.33,498.58,65.75,498.58,364.01,134.57,6,N
ORD0003116-03,ORD0003116,PRD0011,1,1,145.09,128.77,16.32,128.77,110.83,17.94,8,N
ORD0003116-04,ORD0003116,PRD0201,2,2,58.44,52.28,12.32,104.56,90.88,13.68,2,N
ORD0003117-01,ORD0003117,PRD0243,1,1,90.38,89.67,0.71,89.67,65.36,24.31,6,N
ORD0003117-02,ORD0003117,PRD0291,1,1,80.66,79.3,1.36,79.3,65.67,13.63,6,N
ORD0003118-01,ORD0003118,PRD0256,1,1,413.52,379.61,33.91,379.61,277.44,102.17,1,N
ORD0003118-02,ORD0003118,PRD0160,3,3,221.65,211.41,30.72,634.23,388.17,246.06,11,N
ORD0003118-03,ORD0003118,PRD0197,1,1,58.0,55.46,2.54,55.46,39.57,15.89,2,N
ORD0003118-04,ORD0003118,PRD0007,1,1,120.33,117.4,2.93,117.4,82.2,35.2,2,N
ORD0003118-05,ORD0003118,PRD0324,1,1,32.38,32.02,0.36,32.02,23.84,8.18,9,N
ORD0003118-06,ORD0003118,PRD0399,2,2,1225.85,1145.59,160.52,2291.18,1619.86,671.32,9,N
ORD0003118-07,ORD0003118,PRD0294,3,3,326.18,291.77,103.23,875.31,605.46,269.85,3,N
ORD0003118-08,ORD0003118,PRD0277,1,1,80.43,76.29,4.14,76.29,64.41,11.88,0,Y
ORD0003119-01,ORD0003119,PRD0160,1,1,221.65,210.66,10.99,210.66,129.39,81.27,11,N
ORD0003119-02,ORD0003119,PRD0106,1,1,287.88,255.75,32.13,255.75,159.83,95.92,3,N
ORD0003119-03,ORD0003119,PRD0314,3,3,106.23,97.19,27.12,291.57,238.2,53.37,11,N
ORD0003119-04,ORD0003119,PRD0031,1,1,143.38,125.18,18.2,125.18,105.86,19.32,7,N
ORD0003119-05,ORD0003119,PRD0323,1,1,73.72,64.59,9.13,64.59,45.92,18.67,2,N
ORD0003119-06,ORD0003119,PRD0271,1,1,51.95,46.62,5.33,46.62,29.36,17.26,6,N
ORD0003119-07,ORD0003119,PRD0281,1,1,512.81,440.24,72.57,440.24,378.76,61.48,7,N
ORD0003120-01,ORD0003120,PRD0285,1,1,104.93,97.29,7.64,97.29,62.17,35.12,10,N
ORD0003121-01,ORD0003121,PRD0295,1,1,59.98,51.06,8.92,51.06,39.54,11.52,3,N
ORD0003121-02,ORD0003121,PRD0147,2,2,192.88,179.36,27.04,358.72,290.0,68.72,3,N
ORD0003122-01,ORD0003122,PRD0378,1,1,31.64,27.47,4.17,27.47,24.34,3.13,12,N
ORD0003122-02,ORD0003122,PRD0262,2,2,156.64,135.2,42.88,270.4,177.0,93.4,13,N
ORD0003122-03,ORD0003122,PRD0118,1,1,145.96,128.7,17.26,128.7,106.43,22.27,10,N
ORD0003123-01,ORD0003123,PRD0148,1,1,84.58,74.74,9.84,74.74,64.25,10.49,7,N
ORD0003123-02,ORD0003123,PRD0274,1,1,292.71,286.26,6.45,286.26,162.02,124.24,4,N
ORD0003123-03,ORD0003123,PRD0284,2,2,18.39,17.74,1.3,35.48,24.74,10.74,5,N
ORD0003123-04,ORD0003123,PRD0052,1,1,18.32,16.98,1.34,16.98,10.25,6.73,3,N
ORD0003124-01,ORD0003124,PRD0295,1,1,59.98,54.68,5.3,54.68,39.54,15.14,12,N
ORD0003124-02,ORD0003124,PRD0248,1,1,149.31,122.45,26.86,122.45,113.57,8.88,1,N
ORD0003124-03,ORD0003124,PRD0160,1,1,221.65,199.89,21.76,199.89,129.39,70.5,10,N
ORD0003124-04,ORD0003124,PRD0052,1,1,18.32,16.21,2.11,16.21,10.25,5.96,11,N
ORD0003125-01,ORD0003125,PRD0393,1,1,908.06,869.25,38.81,869.25,661.58,207.67,9,N
ORD0003126-01,ORD0003126,PRD0300,1,1,17.73,16.62,1.11,16.62,11.05,5.57,4,N
ORD0003126-02,ORD0003126,PRD0360,1,0,208.4,200.99,0.0,0.0,0.0,0.0,0,N
ORD0003126-03,ORD0003126,PRD0058,2,2,570.73,565.66,10.14,1131.32,753.8,377.52,4,N
ORD0003126-04,ORD0003126,PRD0371,1,1,273.39,263.26,10.13,263.26,167.18,96.08,9,N
ORD0003127-01,ORD0003127,PRD0171,3,3,60.68,60.58,0.3,181.74,116.31,65.43,7,N
ORD0003127-02,ORD0003127,PRD0359,1,1,346.27,312.22,34.05,312.22,246.52,65.7,6,N
ORD0003127-03,ORD0003127,PRD0334,1,1,852.98,833.79,19.19,833.79,494.94,338.85,2,N
ORD0003127-04,ORD0003127,PRD0014,1,1,418.37,406.48,11.89,406.48,245.27,161.21,1,N
ORD0003127-05,ORD0003127,PRD0248,3,3,149.31,148.24,3.21,444.72,340.71,104.01,12,N
ORD0003127-06,ORD0003127,PRD0278,1,1,555.06,552.46,2.6,552.46,307.23,245.23,4,N
ORD0003127-07,ORD0003127,PRD0144,1,1,321.58,299.57,22.01,299.57,230.04,69.53,1,N
ORD0003128-01,ORD0003128,PRD0305,1,1,73.33,65.52,7.81,65.52,41.69,23.83,2,N
ORD0003128-02,ORD0003128,PRD0349,1,1,131.71,105.6,26.11,105.6,74.9,30.7,9,N
ORD0003128-03,ORD0003128,PRD0054,1,1,236.09,219.07,17.02,219.07,141.01,78.06,2,N
ORD0003129-01,ORD0003129,PRD0123,3,3,1740.45,1664.03,229.26,4992.09,3325.47,1666.62,14,N
ORD0003129-02,ORD0003129,PRD0264,1,1,27.07,25.35,1.72,25.35,22.19,3.16,3,N
ORD0003129-03,ORD0003129,PRD0258,1,1,97.35,86.34,11.01,86.34,55.83,30.51,5,N
ORD0003130-01,ORD0003130,PRD0064,1,1,353.52,317.32,36.2,317.32,222.34,94.98,9,N
ORD0003130-02,ORD0003130,PRD0093,3,3,56.61,55.25,4.08,165.75,105.57,60.18,11,N
ORD0003130-03,ORD0003130,PRD0139,1,1,995.89,900.47,95.42,900.47,750.2,150.27,10,N
ORD0003130-04,ORD0003130,PRD0269,1,1,210.59,195.11,15.48,195.11,171.55,23.56,11,N
ORD0003130-05,ORD0003130,PRD0208,1,1,283.08,262.47,20.61,262.47,204.35,58.12,7,N
ORD0003130-06,ORD0003130,PRD0052,1,1,18.32,17.47,0.85,17.47,10.25,7.22,10,N
ORD0003131-01,ORD0003131,PRD0253,3,3,229.62,218.21,34.23,654.63,499.77,154.86,10,N
ORD0003131-02,ORD0003131,PRD0295,1,1,59.98,51.5,8.48,51.5,39.54,11.96,11,N
ORD0003131-03,ORD0003131,PRD0300,1,1,17.73,14.37,3.36,14.37,11.05,3.32,8,N
ORD0003131-04,ORD0003131,PRD0237,1,1,280.88,237.08,43.8,237.08,189.72,47.36,8,N
ORD0003131-05,ORD0003131,PRD0200,1,0,186.93,168.18,0.0,0.0,0.0,0.0,0,N
ORD0003132-01,ORD0003132,PRD0314,1,0,106.23,103.62,0.0,0.0,0.0,0.0,0,N
ORD0003132-02,ORD0003132,PRD0308,1,1,26.68,24.88,1.8,24.88,17.64,7.24,1,N
ORD0003132-03,ORD0003132,PRD0315,2,2,218.1,212.65,10.9,425.3,311.1,114.2,5,N
ORD0003132-04,ORD0003132,PRD0137,1,1,216.98,201.03,15.95,201.03,137.08,63.95,0,Y
ORD0003132-05,ORD0003132,PRD0152,1,1,142.62,132.9,9.72,132.9,81.15,51.75,4,N
ORD0003132-06,ORD0003132,PRD0168,2,2,155.92,151.04,9.76,302.08,201.8,100.28,2,N
ORD0003133-01,ORD0003133,PRD0080,2,2,166.33,165.63,1.4,331.26,258.5,72.76,11,N
ORD0003133-02,ORD0003133,PRD0088,1,1,113.27,106.66,6.61,106.66,80.57,26.09,7,N
ORD0003133-03,ORD0003133,PRD0072,1,1,269.23,268.42,0.81,268.42,148.68,119.74,11,N
ORD0003134-01,ORD0003134,PRD0094,3,3,107.74,103.25,13.47,309.75,222.0,87.75,10,N
ORD0003134-02,ORD0003134,PRD0160,2,2,221.65,202.35,38.6,404.7,258.78,145.92,9,N
ORD0003135-01,ORD0003135,PRD0193,3,3,26.78,25.96,2.46,77.88,47.58,30.3,6,N
ORD0003135-02,ORD0003135,PRD0160,2,2,221.65,203.81,35.68,407.62,258.78,148.84,12,N
ORD0003135-03,ORD0003135,PRD0006,1,1,98.39,95.15,3.24,95.15,56.07,39.08,10,N
ORD0003135-04,ORD0003135,PRD0381,1,1,136.44,130.28,6.16,130.28,77.84,52.44,4,N
ORD0003135-05,ORD0003135,PRD0231,1,1,264.87,239.9,24.97,239.9,212.68,27.22,11,N
ORD0003135-06,ORD0003135,PRD0002,3,3,430.31,392.09,114.66,1176.27,922.5,253.77,10,N
ORD0003136-01,ORD0003136,PRD0036,3,3,91.94,83.11,26.49,249.33,207.75,41.58,4,N
ORD0003136-02,ORD0003136,PRD0025,3,3,51.51,48.42,9.27,145.26,108.09,37.17,6,N
ORD0003136-03,ORD0003136,PRD0169,3,3,117.62,117.03,1.77,351.09,272.94,78.15,3,N
ORD0003137-01,ORD0003137,PRD0106,1,1,287.88,256.29,31.59,256.29,159.83,96.46,4,N
ORD0003137-02,ORD0003137,PRD0003,1,1,18.3,18.06,0.24,18.06,10.42,7.64,5,N
ORD0003138-01,ORD0003138,PRD0219,1,1,119.46,110.79,8.67,110.79,71.69,39.1,12,N
ORD0003138-02,ORD0003138,PRD0065,1,1,754.45,674.41,80.04,674.41,419.57,254.84,9,N
ORD0003139-01,ORD0003139,PRD0391,1,1,380.24,361.92,18.32,361.92,307.45,54.47,1,N
ORD0003139-02,ORD0003139,PRD0061,1,1,39.08,38.49,0.59,38.49,28.83,9.66,1,N
ORD0003140-01,ORD0003140,PRD0367,1,1,91.24,84.24,7.0,84.24,71.0,13.24,1,N
ORD0003140-02,ORD0003140,PRD0304,3,3,58.71,52.47,18.72,157.41,112.29,45.12,14,N
ORD0003140-03,ORD0003140,PRD0290,2,2,28.07,25.97,4.2,51.94,45.34,6.6,10,N
ORD0003141-01,ORD0003141,PRD0088,1,1,113.27,106.98,6.29,106.98,80.57,26.41,3,N
ORD0003141-02,ORD0003141,PRD0369,3,3,40.88,36.67,12.63,110.01,82.14,27.87,10,N
ORD0003141-03,ORD0003141,PRD0201,2,2,58.44,53.71,9.46,107.42,90.88,16.54,3,N
ORD0003141-04,ORD0003141,PRD0160,1,1,221.65,209.05,12.6,209.05,129.39,79.66,4,N
ORD0003142-01,ORD0003142,PRD0358,2,2,602.35,551.68,101.34,1103.36,795.0,308.36,10,N
ORD0003142-02,ORD0003142,PRD0081,2,2,144.71,132.47,24.48,264.94,172.38,92.56,6,N
ORD0003142-03,ORD0003142,PRD0267,1,1,29.86,29.43,0.43,29.43,21.85,7.58,1,N
ORD0003142-04,ORD0003142,PRD0152,2,2,142.62,138.82,7.6,277.64,162.3,115.34,11,N
ORD0003143-01,ORD0003143,PRD0155,1,1,25.21,24.51,0.7,24.51,19.25,5.26,11,N
ORD0003143-02,ORD0003143,PRD0006,2,2,98.39,90.72,15.34,181.44,112.14,69.3,2,N
ORD0003143-03,ORD0003143,PRD0260,2,2,492.66,450.76,83.8,901.52,597.84,303.68,3,N
ORD0003143-04,ORD0003143,PRD0080,1,1,166.33,151.92,14.41,151.92,129.25,22.67,5,N
ORD0003143-05,ORD0003143,PRD0002,2,2,430.31,383.77,93.08,767.54,615.0,152.54,13,N
ORD0003144-01,ORD0003144,PRD0100,4,4,675.05,661.63,53.68,2646.52,2122.88,523.64,9,N
ORD0003144-02,ORD0003144,PRD0334,1,1,852.98,822.81,30.17,822.81,494.94,327.87,12,N
ORD0003144-03,ORD0003144,PRD0323,4,4,73.72,70.07,14.6,280.28,183.68,96.6,9,N
ORD0003144-04,ORD0003144,PRD0011,1,1,145.09,140.96,4.13,140.96,110.83,30.13,7,N
ORD0003144-05,ORD0003144,PRD0357,2,2,452.35,422.09,60.52,844.18,581.9,262.28,10,N
ORD0003144-06,ORD0003144,PRD0320,1,1,114.95,103.31,11.64,103.31,81.09,22.22,8,N
ORD0003145-01,ORD0003145,PRD0005,1,1,60.34,53.9,6.44,53.9,37.57,16.33,7,N
ORD0003145-02,ORD0003145,PRD0134,2,2,279.03,268.38,21.3,536.76,423.26,113.5,7,N
ORD0003145-03,ORD0003145,PRD0279,2,2,91.39,85.48,11.82,170.96,142.66,28.3,11,N
ORD0003146-01,ORD0003146,PRD0278,1,1,555.06,515.46,39.6,515.46,307.23,208.23,4,N
ORD0003146-02,ORD0003146,PRD0192,1,1,1165.23,1133.31,31.92,1133.31,862.8,270.51,9,N
ORD0003147-01,ORD0003147,PRD0299,1,0,49.75,47.07,0.0,0.0,0.0,0.0,0,N
ORD0003147-02,ORD0003147,PRD0376,1,1,88.32,87.51,0.81,87.51,70.1,17.41,8,N
ORD0003147-03,ORD0003147,PRD0345,1,1,26.41,24.37,2.04,24.37,19.92,4.45,12,N
ORD0003147-04,ORD0003147,PRD0057,1,1,711.4,663.66,47.74,663.66,544.53,119.13,11,N
ORD0003148-01,ORD0003148,PRD0389,1,1,221.85,216.91,4.94,216.91,137.58,79.33,7,N
ORD0003148-02,ORD0003148,PRD0090,1,1,174.98,166.35,8.63,166.35,98.89,67.46,5,N
ORD0003148-03,ORD0003148,PRD0233,1,1,92.2,89.7,2.5,89.7,53.63,36.07,0,Y
ORD0003149-01,ORD0003149,PRD0067,1,1,648.49,591.66,56.83,591.66,523.72,67.94,10,N
ORD0003149-02,ORD0003149,PRD0137,1,1,216.98,200.95,16.03,200.95,137.08,63.87,10,N
ORD0003149-03,ORD0003149,PRD0198,1,1,164.13,153.15,10.98,153.15,124.05,29.1,6,N
ORD0003150-01,ORD0003150,PRD0164,1,0,37.61,36.08,0.0,0.0,0.0,0.0,0,N
ORD0003151-01,ORD0003151,PRD0253,1,1,229.62,214.67,14.95,214.67,166.59,48.08,6,N
ORD0003151-02,ORD0003151,PRD0192,1,1,1165.23,1143.39,21.84,1143.39,862.8,280.59,7,N
ORD0003152-01,ORD0003152,PRD0372,1,1,361.78,324.53,37.25,324.53,265.55,58.98,8,N
ORD0003152-02,ORD0003152,PRD0110,1,1,154.53,143.44,11.09,143.44,120.04,23.4,3,N
ORD0003152-03,ORD0003152,PRD0329,1,1,152.03,149.61,2.42,149.61,97.43,52.18,7,N
ORD0003153-01,ORD0003153,PRD0106,2,2,287.88,269.5,36.76,539.0,319.66,219.34,2,N
ORD0003153-02,ORD0003153,PRD0393,2,2,908.06,845.36,125.4,1690.72,1323.16,367.56,12,N
ORD0003154-01,ORD0003154,PRD0372,1,1,361.78,351.4,10.38,351.4,265.55,85.85,10,N
ORD0003154-02,ORD0003154,PRD0109,2,2,103.44,101.66,3.56,203.32,126.08,77.24,8,N
ORD0003155-01,ORD0003155,PRD0295,1,1,59.98,58.01,1.97,58.01,39.54,18.47,3,N
ORD0003155-02,ORD0003155,PRD0305,1,1,73.33,67.51,5.82,67.51,41.69,25.82,1,N
ORD0003155-03,ORD0003155,PRD0160,1,1,221.65,209.78,11.87,209.78,129.39,80.39,1,N
ORD0003156-01,ORD0003156,PRD0394,2,2,978.49,940.39,76.2,1880.78,1297.72,583.06,8,N
ORD0003156-02,ORD0003156,PRD0141,1,1,356.15,331.6,24.55,331.6,253.94,77.66,5,N
ORD0003157-01,ORD0003157,PRD0341,1,1,190.07,174.03,16.04,174.03,139.54,34.49,8,N
ORD0003157-02,ORD0003157,PRD0291,1,1,80.66,77.58,3.08,77.58,65.67,11.91,1,N
